ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-10-11 15:00:00,3.2269133152070224,-7.594780738483366,14.44379577916078,3.2269133152070224,3.2269133152070224,-0.000384370641957076,-0.000384370641957076,-0.000384370641957076,-0.0033934537546139484,-0.0033934537546139484,-0.0033934537546139484,0.0030090831126567516,0.0030090831126567516,0.0030090831126567516,0.0,0.0,0.0,3.2265289445650653
2025-10-11 16:00:00,3.221406719549923,-9.051333982286511,14.972481415326985,3.221406719549923,3.221406719549923,0.054459563476458875,0.054459563476458875,0.054459563476458875,-0.004157343254728096,-0.004157343254728096,-0.004157343254728096,0.058616906731186975,0.058616906731186975,0.058616906731186975,0.0,0.0,0.0,3.275866283026382
2025-10-11 17:00:00,3.2159001238928218,-8.006404052990911,15.560769046909739,3.2159001238928218,3.2159001238928218,0.10190058137361767,0.10190058137361767,0.10190058137361767,-0.004075722283131257,-0.004075722283131257,-0.004075722283131257,0.10597630365674883,0.10597630365674883,0.10597630365674883,0.0,0.0,0.0,3.3178007052664396
2025-10-11 18:00:00,3.2103935282357203,-7.829478237232514,14.541278329446628,3.2103935282357203,3.2103935282357203,0.14040888335166238,0.14040888335166238,0.14040888335166238,-0.004136847068113538,-0.004136847068113538,-0.004136847068113538,0.14454573041977595,0.14454573041977595,0.14454573041977595,0.0,0.0,0.0,3.3508024115873827
2025-10-11 19:00:00,3.204886932578621,-7.617501291199471,15.28420397798564,3.204886932578621,3.204886932578621,0.16850895303955216,0.16850895303955216,0.16850895303955216,-0.00540611251065722,-0.00540611251065722,-0.00540611251065722,0.17391506555020939,0.17391506555020939,0.17391506555020939,0.0,0.0,0.0,3.3733958856181734
2025-10-11 20:00:00,3.19938033692152,-8.284201656803537,14.682872070903002,3.19938033692152,3.19938033692152,0.18615248337509943,0.18615248337509943,0.18615248337509943,-0.00765831844037956,-0.00765831844037956,-0.00765831844037956,0.1938108018154791,0.1938108018154791,0.1938108018154791,0.0,0.0,0.0,3.3855328202966195
2025-10-11 21:00:00,3.1938737412644187,-8.106563692614772,14.943629537108047,3.1938737412644187,3.1938737412644187,0.194990865110735,0.194990865110735,0.194990865110735,-0.009108566876102068,-0.009108566876102068,-0.009108566876102068,0.204099431986837,0.204099431986837,0.204099431986837,0.0,0.0,0.0,3.3888646063751535
2025-10-11 22:00:00,3.1883671456073195,-8.399839075705746,13.983279973189525,3.1883671456073195,3.1883671456073195,0.19705823084740484,0.19705823084740484,0.19705823084740484,-0.007730754276842955,-0.007730754276842955,-0.007730754276842955,0.20478898512424765,0.20478898512424765,0.20478898512424765,0.0,0.0,0.0,3.3854253764547244
2025-10-11 23:00:00,3.182860549950218,-7.803268646268527,15.379451825906859,3.182860549950218,3.182860549950218,0.19293364119432657,0.19293364119432657,0.19293364119432657,-0.0030950530020974988,-0.0030950530020974988,-0.0030950530020974988,0.196028694196424,0.196028694196424,0.196028694196424,0.0,0.0,0.0,3.3757941911445446
2025-10-12 00:00:00,3.177353954293119,-7.546289678072087,14.857967275747622,3.177353954293119,3.177353954293119,0.18107500916553126,0.18107500916553126,0.18107500916553126,0.0029682094387094705,0.0029682094387094705,0.0029682094387094705,0.1781067997268217,0.1781067997268217,0.1781067997268217,0.0,0.0,0.0,3.35842896345865
2025-10-12 01:00:00,3.1718473586360174,-8.32436395218451,14.524542474278878,3.1718473586360174,3.1718473586360174,0.15903560871069863,0.15903560871069863,0.15903560871069863,0.007589090602326954,0.007589090602326954,0.007589090602326954,0.15144651810837167,0.15144651810837167,0.15144651810837167,0.0,0.0,0.0,3.330882967346716
2025-10-12 02:00:00,3.166340762978918,-7.989160778317783,15.184797664284114,3.166340762978918,3.166340762978918,0.12556919254213322,0.12556919254213322,0.12556919254213322,0.00896896583610188,0.00896896583610188,0.00896896583610188,0.11660022670603136,0.11660022670603136,0.11660022670603136,0.0,0.0,0.0,3.2919099555210516
2025-10-12 03:00:00,3.1608341673218168,-8.045387920108436,14.58472492415748,3.1608341673218168,3.1608341673218168,0.08181131378353687,0.08181131378353687,0.08181131378353687,0.007569372945680206,0.007569372945680206,0.007569372945680206,0.07424194083785651,0.07424194083785651,0.07424194083785651,0.0,0.0,0.0,3.2426454811053538
2025-10-12 04:00:00,3.1553275716647176,-8.060019478756889,15.600202356675325,3.1553275716647176,3.1553275716647176,0.03057249327398889,0.03057249327398889,0.03057249327398889,0.005414313801608562,0.005414313801608562,0.005414313801608562,0.025158179472380436,0.025158179472380436,0.025158179472380436,0.0,0.0,0.0,3.1859000649387066
2025-10-12 05:00:00,3.1498209760076166,-8.719613539374462,15.152008441369546,3.1498209760076166,3.1498209760076166,-0.02551448498072178,-0.02551448498072178,-0.02551448498072178,0.004248177641485559,0.004248177641485559,0.004248177641485559,-0.029762662622207302,-0.029762662622207302,-0.029762662622207302,0.0,0.0,0.0,3.124306491026895
2025-10-12 06:00:00,3.144314380350515,-8.279801458039728,14.967329383828773,3.144314380350515,3.144314380350515,-0.08529627552412793,-0.08529627552412793,-0.08529627552412793,0.004246024074226982,0.004246024074226982,0.004246024074226982,-0.08954229959835487,-0.08954229959835487,-0.08954229959835487,0.0,0.0,0.0,3.059018104826387
2025-10-12 07:00:00,3.138807784693416,-9.44413101090108,15.119548518526699,3.138807784693416,3.138807784693416,-0.14880677593136443,-0.14880677593136443,-0.14880677593136443,0.004318965685743991,0.004318965685743991,0.004318965685743991,-0.1531257416171084,-0.1531257416171084,-0.1531257416171084,0.0,0.0,0.0,2.9900010087620514
2025-10-12 08:00:00,3.1333011890363145,-9.368446357273841,14.442626621775785,3.1333011890363145,3.1333011890363145,-0.21590060460820168,-0.21590060460820168,-0.21590060460820168,0.003494910200097706,0.003494910200097706,0.003494910200097706,-0.21939551480829933,-0.21939551480829933,-0.21939551480829933,0.0,0.0,0.0,2.917400584428113
2025-10-12 09:00:00,3.127794593379213,-9.455191934733143,14.195469264456447,3.127794593379213,3.127794593379213,-0.28526969781887246,-0.28526969781887246,-0.28526969781887246,0.0019170329855596434,0.0019170329855596434,0.0019170329855596434,-0.28718673080443213,-0.28718673080443213,-0.28718673080443213,0.0,0.0,0.0,2.8425248955603406
2025-10-12 10:00:00,3.122287997722114,-9.440841830387088,14.282690147740226,3.122287997722114,3.122287997722114,-0.354760959730266,-0.354760959730266,-0.354760959730266,0.0005418520224229422,0.0005418520224229422,0.0005418520224229422,-0.355302811752689,-0.355302811752689,-0.355302811752689,0.0,0.0,0.0,2.7675270379918477
2025-10-12 11:00:00,3.1167814020650146,-8.901823559213463,14.808961018180533,3.1167814020650146,3.1167814020650146,-0.4225253875281375,-0.4225253875281375,-0.4225253875281375,6.28063571658944e-06,6.28063571658944e-06,6.28063571658944e-06,-0.4225316681638541,-0.4225316681638541,-0.4225316681638541,0.0,0.0,0.0,2.6942560145368772
2025-10-12 12:00:00,3.1112748064079114,-8.920555870555035,14.685943611329254,3.1112748064079114,3.1112748064079114,-0.48772389270158534,-0.48772389270158534,-0.48772389270158534,-6.177174525143483e-05,-6.177174525143483e-05,-6.177174525143483e-05,-0.48766212095633393,-0.48766212095633393,-0.48766212095633393,0.0,0.0,0.0,2.623550913706326
2025-10-12 13:00:00,3.105768210750812,-8.530971739340796,14.180461119451262,3.105768210750812,3.105768210750812,-0.55007036765249,-0.55007036765249,-0.55007036765249,-0.0005700120701890451,-0.0005700120701890451,-0.0005700120701890451,-0.5495003555823009,-0.5495003555823009,-0.5495003555823009,0.0,0.0,0.0,2.555697843098322
2025-10-12 14:00:00,3.100261615093713,-8.45907622835779,14.825927279023773,3.100261615093713,3.100261615093713,-0.6087754364111169,-0.6087754364111169,-0.6087754364111169,-0.0018892405877348523,-0.0018892405877348523,-0.0018892405877348523,-0.606886195823382,-0.606886195823382,-0.606886195823382,0.0,0.0,0.0,2.491486178682596
2025-10-12 15:00:00,3.0947550194366116,-9.59782102516226,13.615270701493492,3.0947550194366116,3.0947550194366116,-0.6621024403361655,-0.6621024403361655,-0.6621024403361655,-0.0033934537546081514,-0.0033934537546081514,-0.0033934537546081514,-0.6587089865815573,-0.6587089865815573,-0.6587089865815573,0.0,0.0,0.0,2.432652579100446
2025-10-12 16:00:00,3.08924842377951,-9.19350130735953,14.071770765406963,3.08924842377951,3.08924842377951,-0.7080802231653469,-0.7080802231653469,-0.7080802231653469,-0.004157343254706185,-0.004157343254706185,-0.004157343254706185,-0.7039228799106406,-0.7039228799106406,-0.7039228799106406,0.0,0.0,0.0,2.3811682006141632
2025-10-12 17:00:00,3.083741828122411,-9.738544191990114,14.286571898474037,3.083741828122411,3.083741828122411,-0.7456370481923184,-0.7456370481923184,-0.7456370481923184,-0.004075722283140345,-0.004075722283140345,-0.004075722283140345,-0.741561325909178,-0.741561325909178,-0.741561325909178,0.0,0.0,0.0,2.3381047799300925
